"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"광주시","여자[명]","명","149324","155096","164169","175560","180950","186386","188413","190913","191130","194623",
"광주시","내국인-계[명]","명","296067","307355","325392","346616","356432","367268","371619","376752","376485","382599",
"광주시","내국인-남자[명]","명","151304","157014","166316","176796","181623","187035","188941","191511","191499","194602",
"광주시","내국인-여자[명]","명","144763","150341","159076","169820","174809","180233","182678","185241","184986","187997",
"광주시","외국인-계[명]","명","14211","14947","15654","17562","18806","17873","16081","16174","18182","19736",
"광주시","외국인-남자[명]","명","9650","10192","10561","11822","12665","11720","10346","10502","12038","13110",
"광주시","외국인-여자[명]","명","4561","4755","5093","5740","6141","6153","5735","5672","6144","6626",
"광주시","가구-계[가구]","가구","111807","116834","125090","135384","141279","147712","152450","157358","159541","164139",
"광주시","일반가구[가구]","가구","107862","112798","120936","131002","136730","143039","147829","152615","154441","158681",
"광주시","집단가구[가구]","가구","92","77","92","113","110","102","101","89","108","137",
"광주시","외국인가구[가구]","가구","3853","3959","4062","4269","4439","4571","4520","4654","4992","5321",
"광주시","주택_계[호]","호","90789","97373","107996","120155","125545","128175","130350","136376","139426","146434",
"광주시","주택_단독주택[호]","호","15191","15572","15715","15975","16186","16239","16383","16685","16978","17063",
"광주시","주택_아파트[호]","호","32949","33102","38948","46086","48202","49408","49853","54275","55945","62515",
"광주시","주택_연립주택[호]","호","3367","3497","3565","3831","3916","4029","4206","4270","4502","4542",
"광주시","주택_다세대주택[호]","호","38417","44280","48803","53281","56182","57404","58812","60013","60873","61181",
"광주시","주택_비주거용 건물 내 주택[호]","호","865","922","965","982","1059","1095","1096","1133","1128","1133",
"광주시","주택 이외의 거처_계[호]","호","3955","4439","4584","4554","4526","4514","4526","4427","4337","4319",
"양주시","총인구[명]","명","205988","207009","212631","217776","224684","233286","239800","242995","269641","293000",
"양주시","남자[명]","명","106033","106410","109115","111825","115541","119562","122616","124291","137861","149367",
"양주시","여자[명]","명","99955","100599","103516","105951","109143","113724","117184","118704","131780","143633",
"양주시","내국인-계[명]","명","196260","197306","203236","207662","213908","223364","230172","233001","258122","280230",
"양주시","내국인-남자[명]","명","98971","99290","102258","104514","107708","112478","115830","117207","129684","140393",
"양주시","내국인-여자[명]","명","97289","98016","100978","103148","106200","110886","114342","115794","128438","139837",
"양주시","외국인-계[명]","명","9728","9703","9395","10114","10776","9922","9628","9994","11519","12770",
"양주시","외국인-남자[명]","명","7062","7120","6857","7311","7833","7084","6786","7084","8177","8974",
"양주시","외국인-여자[명]","명","2666","2583","2538","2803","2943","2838","2842","2910","3342","3796",
"양주시","가구-계[가구]","가구","72551","73344","77036","80103","83851","88985","93328","96012","108411","119309",
"양주시","일반가구[가구]","가구","70446","71155","74886","77928","81582","86650","90836","93648","105751","116280",
"양주시","집단가구[가구]","가구","110","91","110","137","145","148","189","188","189","217",
"양주시","외국인가구[가구]","가구","1995","2098","2040","2038","2124","2187","2303","2176","2471","2812",
"양주시","주택_계[호]","호","64710","65975","72288","76037","79875","85563","88057","94956","108898","121024",
"양주시","주택_단독주택[호]","호","10623","10855","10855","10869","10815","10882","10799","10891","10989","10921",
"양주시","주택_아파트[호]","호","46933","47486","53296","56487","59763","64932","67148","73315","86705","97497",
"양주시","주택_연립주택[호]","호","1015","1087","1106","1207","1322","1413","1545","1826","2020","3356",
"양주시","주택_다세대주택[호]","호","5227","5646","6107","6548","7018","7359","7593","7962","8224","8296",
"양주시","주택_비주거용 건물 내 주택[호]","호","912","901","924","926","957","977","972","962","960","954",
"양주시","주택 이외의 거처_계[호]","호","2618","3125","3285","3267","3368","3481","3648","3785","3724","3750",
"포천시","총인구[명]","명","163388","162698","161239","161564","159871","157939","157602","163542","157111","157166",
"포천시","남자[명]","명","88047","87938","87185","87854","87476","86546","85864","89523","86302","86341",
"포천시","여자[명]","명","75341","74760","74054","73710","72395","71393","71738","74019","70809","70825",
"포천시","내국인-계[명]","명","147206","146173","145093","144058","140938","140482","141422","146061","137406","136613",
"포천시","내국인-남자[명]","명","76168","75623","75147","74798","73405","73502","74004","76485","71774","71290",
"포천시","내국인-여자[명]","명","71038","70550","69946","69260","67533","66980","67418","69576","65632","65323",
"포천시","외국인-계[명]","명","16182","16525","16146","17506","18933","17457","16180","17481","19705","20553",
"포천시","외국인-남자[명]","명","11879","12315","12038","13056","14071","13044","11860","13038","14528","15051",
"포천시","외국인-여자[명]","명","4303","4210","4108","4450","4862","4413","4320","4443","5177","5502",
"포천시","가구-계[가구]","가구","60178","60848","61218","62389","62275","63701","65647","71480","66624","67134",
"포천시","일반가구[가구]","가구","56599","57054","57404","58539","58273","59525","61505","67222","62070","62351",
"포천시","집단가구[가구]","가구","120","104","132","146","143","145","151","199","172","203",
"포천시","외국인가구[가구]","가구","3459","3690","3682","3704","3859","4031","3991","4059","4382","4580",
"포천시","주택_계[호]","호","49162","51349","51464","53552","54168","55033","56079","56767","57880","58838",
"포천시","주택_단독주택[호]","호","21200","21521","21092","21112","21179","21047","20975","20986","21061","20967",
"포천시","주택_아파트[호]","호","17596","18860","18883","19968","19731","20285","21048","21309","21874","22743",
"포천시","주택_연립주택[호]","호","2617","2617","2630","2609","2609","2633","2632","2656","2711","2727",
"포천시","주택_다세대주택[호]","호","6649","7241","7774","8776","9521","9927","10293","10685","11102","11270",
"포천시","주택_비주거용 건물 내 주택[호]","호","1100","1110","1085","1087","1128","1141","1131","1131","1132","1131",
"포천시","주택 이외의 거처_계[호]","호","3828","5030","5265","5350","5512","5651","5787","5906","5934","6027",
"여주시","총인구[명]","명","109937","110273","111476","112096","111981","113352","113270","113831","116045","117477",
"여주시","남자[명]","명","55713","56034","56779","57035","57249","57759","57924","58240","59500","60416",
"여주시","여자[명]","명","54224","54239","54697","55061","54732","55593","55346","55591","56545","57061",
"여주시","내국인-계[명]","명","106021","106223","107019","107025","106631","108225","108422","108910","110105","110630",
"여주시","내국인-남자[명]","명","53295","53511","53995","53964","53999","54683","55044","55279","55855","56176",
"여주시","내국인-여자[명]","명","52726","52712","53024","53061","52632","53542","53378","53631","54250","54454",
"여주시","외국인-계[명]","명","3916","4050","4457","5071","5350","5127","4848","4921","5940","6847",
"여주시","외국인-남자[명]","명","2418","2523","2784","3071","3250","3076","2880","2961","3645","4240",
"여주시","외국인-여자[명]","명","1498","1527","1673","2000","2100","2051","1968","1960","2295","2607",
"여주시","가구-계[가구]","가구","41002","41653","42809","43398","44009","45457","46824","48131","49977","51149",
"여주시","일반가구[가구]","가구","39924","40587","41709","42310","42903","44234","45571","46944","48619","49618",
"여주시","집단가구[가구]","가구","96","76","111","105","103","107","98","98","104","128",
"여주시","외국인가구[가구]","가구","982","990","989","983","1003","1116","1155","1089","1254","1403",
"여주시","주택_계[호]","호","36965","37795","39352","40237","41059","41610","43057","44704","47130","47949",
"여주시","주택_단독주택[호]","호","18651","19019","19529","19891","20239","20624","21055","21390","21774","22014",
"여주시","주택_아파트[호]","호","13603","13690","13674","13794","14182","14208","14737","15894","17841","18383",
"여주시","주택_연립주택[호]","호","1348","1347","1353","1358","1418","1457","1510","1552","1552","1553",
"여주시","주택_다세대주택[호]","호","2478","2873","3894","4276","4287","4380","4809","4910","4992","5018",
