행정구역별(읍면동),항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년,2023 년,2024 년,Unnamed: 13
고흥군,총인구[명],명,62477.0,61690.0,60984.0,60664.0,60332.0,60045.0,58873.0,58630.0,58735.0,58776.0,
보성군,총인구[명],명,40688.0,40125.0,39942.0,39373.0,38339.0,37888.0,36981.0,36244.0,35955.0,36033.0,
화순군,총인구[명],명,61380.0,61018.0,60566.0,60040.0,59671.0,60247.0,60136.0,59822.0,59354.0,59174.0,
장흥군,총인구[명],명,36890.0,36481.0,36275.0,35875.0,35494.0,35273.0,34268.0,33638.0,33396.0,33351.0,
강진군,총인구[명],명,35126.0,34102.0,33637.0,33298.0,32805.0,32778.0,31941.0,31476.0,31266.0,31042.0,
해남군,총인구[명],명,69237.0,68342.0,67123.0,66209.0,65175.0,65223.0,63242.0,62360.0,62459.0,62068.0,
영암군,총인구[명],명,61535.0,60329.0,57679.0,57175.0,57476.0,57076.0,55998.0,56287.0,59689.0,60323.0,
무안군,총인구[명],명,80521.0,81280.0,81420.0,81324.0,81789.0,84637.0,90094.0,90630.0,90426.0,92913.0,
함평군,총인구[명],명,31367.0,30829.0,30948.0,30600.0,30556.0,30156.0,29369.0,29048.0,29259.0,29009.0,
영광군,총인구[명],명,51007.0,49992.0,49670.0,49570.0,50004.0,50196.0,48981.0,49323.0,49493.0,50012.0,
장성군,총인구[명],명,42058.0,41159.0,41663.0,41850.0,42193.0,41443.0,40604.0,40266.0,40187.0,40067.0,
완도군,총인구[명],명,48468.0,48349.0,48332.0,48340.0,48366.0,48269.0,47210.0,46863.0,47655.0,48182.0,
진도군,총인구[명],명,29538.0,29504.0,29432.0,29366.0,29295.0,29297.0,29013.0,28945.0,29233.0,29448.0,
신안군,총인구[명],명,36235.0,35789.0,35592.0,35639.0,35432.0,35138.0,34000.0,34148.0,34858.0,35572.0,
경상북도,총인구[명],명,2680294.0,2682169.0,2677058.0,2672902.0,2668154.0,2644757.0,2635314.0,2620373.0,2589880.0,2578999.0,
포항시,총인구[명],명,511804.0,510360.0,506909.0,504382.0,502064.0,501109.0,501251.0,496608.0,493394.0,493075.0,
남구,총인구[명],명,243870.0,242145.0,239044.0,236268.0,233172.0,228937.0,228869.0,227243.0,226936.0,222544.0,
북구,총인구[명],명,267934.0,268215.0,267865.0,268114.0,268892.0,272172.0,272382.0,269365.0,266458.0,270531.0,
경주시,총인구[명],명,262310.0,262769.0,262264.0,264282.0,264314.0,261778.0,261102.0,259674.0,259505.0,258733.0,
김천시,총인구[명],명,137540.0,139709.0,140765.0,139894.0,139902.0,139145.0,137962.0,137698.0,137413.0,136187.0,
안동시,총인구[명],명,168581.0,167664.0,165704.0,162186.0,160344.0,159412.0,158064.0,156025.0,154581.0,153692.0,
구미시,총인구[명],명,421075.0,422237.0,423003.0,422195.0,420319.0,416603.0,413963.0,409171.0,407458.0,407365.0,
영주시,총인구[명],명,109266.0,108950.0,108443.0,107034.0,105235.0,103818.0,102414.0,101521.0,100479.0,99151.0,
영천시,총인구[명],명,97669.0,97295.0,97675.0,98686.0,100487.0,100353.0,99859.0,99741.0,100492.0,99523.0,
상주시,총인구[명],명,98760.0,99484.0,98189.0,97558.0,96641.0,95473.0,93722.0,93208.0,92990.0,92458.0,
문경시,총인구[명],명,71863.0,71038.0,70016.0,68895.0,68542.0,68212.0,67669.0,67515.0,66535.0,65505.0,
경산시,총인구[명],명,278500.0,279751.0,282626.0,284517.0,290088.0,283733.0,293418.0,295543.0,296453.0,298529.0,
군위군,총인구[명],명,22012.0,22079.0,22230.0,22277.0,22206.0,22096.0,21285.0,21797.0,,,
의성군,총인구[명],명,51021.0,50683.0,50082.0,49621.0,49477.0,49243.0,48021.0,47775.0,47920.0,47094.0,
청송군,총인구[명],명,24732.0,24593.0,24441.0,24160.0,23958.0,23761.0,23288.0,23173.0,23099.0,23079.0,
영양군,총인구[명],명,16781.0,16755.0,16579.0,16559.0,16146.0,15743.0,15558.0,15333.0,15197.0,15059.0,
영덕군,총인구[명],명,36539.0,36765.0,36148.0,36096.0,35672.0,34893.0,33927.0,33516.0,33492.0,32655.0,
청도군,총인구[명],명,41596.0,41612.0,41278.0,40878.0,41054.0,41378.0,40071.0,40045.0,40008.0,39479.0,
고령군,총인구[명],명,34117.0,33417.0,33094.0,32660.0,32191.0,31419.0,30399.0,30142.0,30518.0,30934.0,
성주군,총인구[명],명,41179.0,41388.0,41225.0,41299.0,41314.0,41574.0,40804.0,40851.0,41073.0,41068.0,
칠곡군,총인구[명],명,122462.0,122613.0,121778.0,120983.0,118517.0,115756.0,114564.0,113549.0,112465.0,110043.0,
예천군,총인구[명],명,42702.0,44212.0,46321.0,51082.0,53020.0,53718.0,54267.0,54448.0,54263.0,53609.0,
봉화군,총인구[명],명,31628.0,31262.0,31082.0,30872.0,30308.0,29945.0,29168.0,28798.0,28430.0,27972.0,
울진군,총인구[명],명,49387.0,49043.0,48504.0,48057.0,47651.0,47151.0,46369.0,45954.0,45697.0,45274.0,
울릉군,총인구[명],명,8770.0,8490.0,8702.0,8729.0,8704.0,8444.0,8169.0,8288.0,8418.0,8515.0,
경상남도,총인구[명],명,3334524.0,3339633.0,3345293.0,3350350.0,3347209.0,3333056.0,3305931.0,3280829.0,3271148.0,3264243.0,
진주시,총인구[명],명,349788.0,352807.0,353209.0,352333.0,354166.0,352403.0,353389.0,351119.0,348272.0,346145.0,
통영시,총인구[명],명,137208.0,136035.0,132962.0,131407.0,129931.0,127984.0,124829.0,123006.0,121626.0,120204.0,
사천시,총인구[명],명,113335.0,112394.0,111655.0,112248.0,111110.0,111184.0,109646.0,109350.0,109008.0,109218.0,
김해시,총인구[명],명,534124.0,532912.0,536456.0,539401.0,549331.0,552427.0,547995.0,547313.0,548672.0,549861.0,
밀양시,총인구[명],명,103069.0,103941.0,103894.0,103762.0,103402.0,103228.0,101837.0,101574.0,102738.0,102535.0,
거제시,총인구[명],명,261371.0,262986.0,257847.0,252889.0,251226.0,246965.0,242426.0,236686.0,238671.0,241284.0,
양산시,총인구[명],명,297532.0,310731.0,332596.0,344993.0,347221.0,351206.0,352610.0,352842.0,355411.0,359628.0,
창원시,총인구[명],명,1059241.0,1053551.0,1045559.0,1044215.0,1036862.0,1029389.0,1025702.0,1016751.0,1007142.0,1001043.0,
의창구,총인구[명],명,255200.0,250789.0,250560.0,251931.0,256001.0,262203.0,216915.0,215053.0,214516.0,210801.0,
성산구,총인구[명],명,234908.0,230552.0,226726.0,225894.0,219951.0,213607.0,249909.0,246438.0,243412.0,244140.0,
마산합포구,총인구[명],명,178945.0,179019.0,178751.0,178431.0,177579.0,172632.0,180049.0,179191.0,178496.0,178265.0,
마산회원구,총인구[명],명,208766.0,208288.0,202864.0,197683.0,192446.0,190389.0,186464.0,183667.0,180058.0,178865.0,
진해구,총인구[명],명,181422.0,184903.0,186658.0,190276.0,190885.0,190558.0,192365.0,192402.0,190660.0,188972.0,
의령군,총인구[명],명,27069.0,26568.0,26292.0,26401.0,26040.0,25965.0,25325.0,25032.0,24827.0,24609.0,
함안군,총인구[명],명,69355.0,68799.0,67906.0,67520.0,66611.0,65279.0,63233.0,62409.0,62173.0,61675.0,
창녕군,총인구[명],명,61635.0,61979.0,62544.0,62703.0,62370.0,61302.0,59664.0,58804.0,58475.0,57766.0,
고성군,총인구[명],명,53882.0,53123.0,52439.0,51778.0,50887.0,50016.0,48803.0,48298.0,48650.0,47664.0,
남해군,총인구[명],명,44248.0,43568.0,42986.0,42696.0,42169.0,41587.0,40870.0,40491.0,39706.0,39011.0,
하동군,총인구[명],명,44918.0,43927.0,43441.0,43001.0,42583.0,41772.0,40167.0,39542.0,39125.0,38704.0,
산청군,총인구[명],명,34034.0,33765.0,34033.0,34122.0,33579.0,33500.0,33014.0,32811.0,32892.0,32480.0,
함양군,총인구[명],명,38454.0,38076.0,37942.0,38005.0,37384.0,37114.0,36541.0,36017.0,35505.0,35073.0,
거창군,총인구[명],명,60464.0,60658.0,60083.0,60020.0,59888.0,59595.0,59238.0,58702.0,58588.0,58393.0,
합천군,총인구[명],명,44797.0,43813.0,43449.0,42856.0,42449.0,42140.0,40642.0,40082.0,39667.0,38950.0,
제주특별자치도,총인구[명],명,605619.0,623332.0,641757.0,658282.0,665048.0,670858.0,673107.0,676375.0,676767.0,674817.0,
제주시,총인구[명],명,451758.0,462286.0,472399.0,482932.0,487688.0,492306.0,493869.0,495281.0,495553.0,493908.0,
서귀포시,총인구[명],명,153861.0,161046.0,169358.0,175350.0,177360.0,178552.0,179238.0,181094.0,181214.0,180909.0,
